,Model,mAP,FN_count,mean_center_distance
0,airSim_640T0.2,0.838878485783749,748,53.872804418965046
1,airSim_640T0.8,0.8328713995051502,1612,41.96026183280258
2,airSim_640T0.4,0.8413404892670528,837,53.41134943356333
3,airSim_640T0.6,0.8368773538233034,998,51.91350625699111
