,Model,MCD,FNR,FPR
0,YOLOv8-THRESH-10,2.1513526502974485,0.055269426904640415,0.01965066519522332
1,YOLOv8-THRESH-20,2.285566996785828,0.04358606881524812,0.008253283928899834
2,YOLOv8-THRESH-30,2.350266020834862,0.0402455881033237,0.005388679974744955
