,Model,mAP,FN_count,mean_center_distance
0,airSim_640T0.2,0.838878485783749,748,4.5324151004917175
1,airSim_640T0.8,0.8328713995051502,1612,4.301534447035284
2,airSim_640T0.4,0.8413404892670528,837,4.512005833890498
3,airSim_640T0.6,0.8368773538233034,998,4.471647334669512
