,Model,mAP,FN_count,mean_center_distance
0,airSim_640T0.2,0.8367960625267226,646,40.16970491762208
1,airSim_640T0.8,0.829878831957771,1371,30.820686222186318
2,airSim_640T0.4,0.8347469615933746,718,37.86351082309096
3,airSim_640T0.6,0.8349322907484458,853,36.10787696735295
