,Model,mAP,FN_count,mean_center_distance
0,airSim_640T0.2,0.8367960625267226,646,4.349634770630742
1,airSim_640T0.8,0.829878831957771,1371,4.147633294350589
2,airSim_640T0.4,0.8347469615933746,718,4.320810701050659
3,airSim_640T0.6,0.8349322907484458,853,4.277280819767263
