id;ts[s];lat[deg];lon[deg];alt[deg];ivx[m/s];ivy[m/s];ivz[m/s];gvx[rad/s];gvy[rad/s];gvz[rad/s];drone_or_x[rad];drone_or_y[rad];drone_or_z[rad];drone_or_q_x;drone_or_q_y;drone_or_q_z;drone_or_q_w;distance;collision;drone_x[m];drone_y[m];drone_z[m];pressure[Pa];qnh[hPa]
0;1673187872630197248;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;-0.00015910113870631903;-0.0008424395346082747;-0.0022415248677134514;0.0;0.0;1.5707954496293248;-0.0;0.0;0.7071065306663513;0.7071070671081543;0.28670310974121094;False;-8.075280888419911e-09;2.018825773220101e-09;0.03719513490796089;99870.15625;1013.25
1;1673187872639197440;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;-0.0007587806321680546;0.003320639254525304;-0.003980537876486778;0.0;0.0;1.5707954496293248;-0.0;0.0;0.7071065306663513;0.7071070671081543;0.28670310974121094;False;-8.075280888419911e-09;2.018825773220101e-09;0.03719513490796089;99870.15625;1013.25
2;1673187872648197632;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;0.0009739442612044513;-0.0010945057729259133;0.0017967006424441934;0.0;0.0;1.5707954496293248;-0.0;0.0;0.7071065306663513;0.7071070671081543;0.29606571793556213;False;-8.075280888419911e-09;2.018825773220101e-09;0.03719513490796089;99870.2890625;1013.25
3;1673187872657197824;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;0.0011944069992750883;0.0007177591323852539;-0.0011306750820949674;0.0;0.0;1.5707954496293248;-0.0;0.0;0.7071065306663513;0.7071070671081543;0.29606571793556213;False;-8.075280888419911e-09;2.018825773220101e-09;0.03719513490796089;99870.2890625;1013.25
4;1673187872669198080;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;0.0010077782208099961;-0.0003914200933650136;-0.0019397935830056667;0.0;0.0;1.5707954496293248;-0.0;0.0;0.7071065306663513;0.7071070671081543;-0.49975183606147766;False;-8.075280888419911e-09;2.018825773220101e-09;0.03719513490796089;99859.5390625;1013.25
5;1673187872678198272;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;-0.00031134134042076766;0.00031181852682493627;0.0011520087718963623;0.0;0.0;1.5707954496293248;-0.0;0.0;0.7071065306663513;0.7071070671081543;-0.49975183606147766;False;-8.075280888419911e-09;2.018825773220101e-09;0.03719513490796089;99859.5390625;1013.25
6;1673187872687198464;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;0.00012656555918511003;-7.207960152300075e-05;0.0021912655793130398;0.0;0.0;1.5707954496293248;-0.0;0.0;0.7071065306663513;0.7071070671081543;0.24635568261146545;False;-8.075280888419911e-09;2.018825773220101e-09;0.03719513490796089;99869.6171875;1013.25
7;1673187872699198720;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;0.00019501456699799746;0.001527454354800284;0.002119543729349971;0.0;0.0;1.5707954496293248;-0.0;0.0;0.7071065306663513;0.7071070671081543;0.24635568261146545;False;-8.075280888419911e-09;2.018825773220101e-09;0.03719513490796089;99869.6171875;1013.25
8;1673187872708198912;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;7.662524149054661e-05;-0.0003955506253987551;0.004359748680144548;0.0;0.0;1.5707954496293248;-0.0;0.0;0.7071065306663513;0.7071070671081543;0.431745707988739;False;-8.075280888419911e-09;2.018825773220101e-09;0.03719513490796089;99872.125;1013.25
9;1673187872717199104;47.64141176539632;-122.14003967263456;122.09186553955078;0.0;0.0;0.0;0.00012009097554255277;0.0010989910224452615;-0.0010606893338263035;0.0;0.0;1.5707954496293248;-0.0;0.0;0.7071065306663513;0.7071070671081543;0.431745707988739;False;-8.075280888419911e-09;2.018825773220101e-09;0.03719513490796089;99872.125;1013.25
